1fc00dcc:   36 52 bb 0d         ORI $s2, $s2, 0xbb0d
1fc00dd0:   16 12 05 94         BNE $s2, 0x0594
1fc00dd4:   00 00 00 00         NOP
1fc00dd8:   3c 08 fe 2e         LUI $t0, 0xfe2e
1fc00ddc:   35 08 97 04         ORI $t0, $t0, 0x9704
1fc00de0:   34 09 e5 24         ORI $t1, $zero, 0xe524
1fc00de4:   21 10 e5 24         ADDI $s0, $t0, 0xe524
1fc00de8:   3c 12 fe 2e         LUI $s2, 0xfe2e
1fc00dec:   36 52 7c 28         ORI $s2, $s2, 0x7c28
1fc00df0:   16 12 05 8c         BNE $s2, 0x058c
1fc00df4:   00 00 00 00         NOP
1fc00df8:   3c 08 81 0f         LUI $t0, 0x810f
1fc00dfc:   35 08 9a 90         ORI $t0, $t0, 0x9a90
1fc00e00:   34 09 d5 aa         ORI $t1, $zero, 0xd5aa
1fc00e04:   21 10 d5 aa         ADDI $s0, $t0, 0xd5aa
1fc00e08:   3c 12 81 0f         LUI $s2, 0x810f
1fc00e0c:   36 52 70 3a         ORI $s2, $s2, 0x703a
1fc00e10:   16 12 05 84         BNE $s2, 0x0584
1fc00e14:   00 00 00 00         NOP
1fc00e18:   3c 08 72 9a         LUI $t0, 0x729a
1fc00e1c:   35 08 55 e7         ORI $t0, $t0, 0x55e7
1fc00e20:   24 09 63 d1         ADDIU $t1, $zero, 0x63d1
1fc00e24:   21 10 63 d1         ADDI $s0, $t0, 0x63d1
1fc00e28:   3c 12 72 9a         LUI $s2, 0x729a
1fc00e2c:   36 52 b9 b8         ORI $s2, $s2, 0xb9b8
1fc00e30:   16 12 05 7c         BNE $s2, 0x057c
1fc00e34:   00 00 00 00         NOP
1fc00e38:   3c 08 7d da         LUI $t0, 0x7dda
1fc00e3c:   35 08 e5 cf         ORI $t0, $t0, 0xe5cf
1fc00e40:   24 09 4d 93         ADDIU $t1, $zero, 0x4d93
1fc00e44:   21 10 4d 93         ADDI $s0, $t0, 0x4d93
1fc00e48:   3c 12 7d db         LUI $s2, 0x7ddb
1fc00e4c:   36 52 33 62         ORI $s2, $s2, 0x3362
1fc00e50:   16 12 05 74         BNE $s2, 0x0574
1fc00e54:   00 00 00 00         NOP
1fc00e58:   3c 08 44 85         LUI $t0, 0x4485
1fc00e5c:   35 08 c0 5e         ORI $t0, $t0, 0xc05e
1fc00e60:   34 09 d0 f8         ORI $t1, $zero, 0xd0f8
1fc00e64:   21 10 d0 f8         ADDI $s0, $t0, 0xd0f8
1fc00e68:   3c 12 44 85         LUI $s2, 0x4485
1fc00e6c:   36 52 91 56         ORI $s2, $s2, 0x9156
1fc00e70:   16 12 05 6c         BNE $s2, 0x056c
1fc00e74:   00 00 00 00         NOP
1fc00e78:   3c 08 a2 cd         LUI $t0, 0xa2cd
1fc00e7c:   35 08 75 d0         ORI $t0, $t0, 0x75d0
1fc00e80:   34 09 c4 3c         ORI $t1, $zero, 0xc43c
1fc00e84:   21 10 c4 3c         ADDI $s0, $t0, 0xc43c
1fc00e88:   3c 12 a2 cd         LUI $s2, 0xa2cd
1fc00e8c:   36 52 3a 0c         ORI $s2, $s2, 0x3a0c
1fc00e90:   16 12 05 64         BNE $s2, 0x0564
1fc00e94:   00 00 00 00         NOP
1fc00e98:   3c 08 29 dd         LUI $t0, 0x29dd
1fc00e9c:   35 08 99 fa         ORI $t0, $t0, 0x99fa
1fc00ea0:   34 09 85 4a         ORI $t1, $zero, 0x854a
1fc00ea4:   21 10 85 4a         ADDI $s0, $t0, 0x854a
1fc00ea8:   3c 12 29 dd         LUI $s2, 0x29dd
1fc00eac:   36 52 1f 44         ORI $s2, $s2, 0x1f44
1fc00eb0:   16 12 05 5c         BNE $s2, 0x055c
1fc00eb4:   00 00 00 00         NOP
1fc00eb8:   3c 08 59 7a         LUI $t0, 0x597a
1fc00ebc:   35 08 52 00         ORI $t0, $t0, 0x5200
1fc00ec0:   34 09 eb 96         ORI $t1, $zero, 0xeb96
1fc00ec4:   21 10 eb 96         ADDI $s0, $t0, 0xeb96
1fc00ec8:   3c 12 59 7a         LUI $s2, 0x597a
1fc00ecc:   36 52 3d 96         ORI $s2, $s2, 0x3d96
1fc00ed0:   16 12 05 54         BNE $s2, 0x0554
1fc00ed4:   00 00 00 00         NOP
1fc00ed8:   3c 08 3f 61         LUI $t0, 0x3f61
1fc00edc:   35 08 ed 98         ORI $t0, $t0, 0xed98
1fc00ee0:   24 09 50 4c         ADDIU $t1, $zero, 0x504c
1fc00ee4:   21 10 50 4c         ADDI $s0, $t0, 0x504c
1fc00ee8:   3c 12 3f 62         LUI $s2, 0x3f62
1fc00eec:   36 52 3d e4         ORI $s2, $s2, 0x3de4
1fc00ef0:   16 12 05 4c         BNE $s2, 0x054c
1fc00ef4:   00 00 00 00         NOP
1fc00ef8:   3c 08 7c 03         LUI $t0, 0x7c03
1fc00efc:   35 08 72 9a         ORI $t0, $t0, 0x729a
1fc00f00:   34 09 f8 0f         ORI $t1, $zero, 0xf80f
1fc00f04:   21 10 f8 0f         ADDI $s0, $t0, 0xf80f
1fc00f08:   3c 12 7c 03         LUI $s2, 0x7c03
1fc00f0c:   36 52 6a a9         ORI $s2, $s2, 0x6aa9
1fc00f10:   16 12 05 44         BNE $s2, 0x0544
1fc00f14:   00 00 00 00         NOP
1fc00f18:   3c 08 f9 98         LUI $t0, 0xf998
1fc00f1c:   35 08 90 18         ORI $t0, $t0, 0x9018
1fc00f20:   34 09 80 4c         ORI $t1, $zero, 0x804c
1fc00f24:   21 10 80 4c         ADDI $s0, $t0, 0x804c
1fc00f28:   3c 12 f9 98         LUI $s2, 0xf998
1fc00f2c:   36 52 10 64         ORI $s2, $s2, 0x1064
1fc00f30:   16 12 05 3c         BNE $s2, 0x053c
1fc00f34:   00 00 00 00         NOP
1fc00f38:   3c 08 6c 5f         LUI $t0, 0x6c5f
1fc00f3c:   35 08 98 2c         ORI $t0, $t0, 0x982c
1fc00f40:   34 09 b5 01         ORI $t1, $zero, 0xb501
1fc00f44:   21 10 b5 01         ADDI $s0, $t0, 0xb501
1fc00f48:   3c 12 6c 5f         LUI $s2, 0x6c5f
1fc00f4c:   36 52 4d 2d         ORI $s2, $s2, 0x4d2d
1fc00f50:   16 12 05 34         BNE $s2, 0x0534
1fc00f54:   00 00 00 00         NOP
1fc00f58:   3c 08 df 25         LUI $t0, 0xdf25
1fc00f5c:   35 08 dc 18         ORI $t0, $t0, 0xdc18
1fc00f60:   24 09 0b 85         ADDIU $t1, $zero, 0x0b85
1fc00f64:   21 10 0b 85         ADDI $s0, $t0, 0x0b85
1fc00f68:   3c 12 df 25         LUI $s2, 0xdf25
1fc00f6c:   36 52 e7 9d         ORI $s2, $s2, 0xe79d
1fc00f70:   16 12 05 2c         BNE $s2, 0x052c
1fc00f74:   00 00 00 00         NOP
1fc00f78:   3c 08 92 82         LUI $t0, 0x9282
1fc00f7c:   35 08 77 04         ORI $t0, $t0, 0x7704
1fc00f80:   24 09 4d 1c         ADDIU $t1, $zero, 0x4d1c
1fc00f84:   21 10 4d 1c         ADDI $s0, $t0, 0x4d1c
1fc00f88:   3c 12 92 82         LUI $s2, 0x9282
1fc00f8c:   36 52 c4 20         ORI $s2, $s2, 0xc420
1fc00f90:   16 12 05 24         BNE $s2, 0x0524
1fc00f94:   00 00 00 00         NOP
1fc00f98:   3c 08 2f d2         LUI $t0, 0x2fd2
1fc00f9c:   35 08 bb d5         ORI $t0, $t0, 0xbbd5
1fc00fa0:   34 09 f2 94         ORI $t1, $zero, 0xf294
1fc00fa4:   21 10 f2 94         ADDI $s0, $t0, 0xf294
1fc00fa8:   3c 12 2f d2         LUI $s2, 0x2fd2
1fc00fac:   36 52 ae 69         ORI $s2, $s2, 0xae69
1fc00fb0:   16 12 05 1c         BNE $s2, 0x051c
1fc00fb4:   00 00 00 00         NOP
1fc00fb8:   3c 08 85 92         LUI $t0, 0x8592
1fc00fbc:   35 08 e6 5e         ORI $t0, $t0, 0xe65e
1fc00fc0:   24 09 47 5c         ADDIU $t1, $zero, 0x475c
1fc00fc4:   21 10 47 5c         ADDI $s0, $t0, 0x475c
1fc00fc8:   3c 12 85 93         LUI $s2, 0x8593
1fc00fcc:   36 52 2d ba         ORI $s2, $s2, 0x2dba
1fc00fd0:   16 12 05 14         BNE $s2, 0x0514
1fc00fd4:   00 00 00 00         NOP
1fc00fd8:   3c 08 e7 b1         LUI $t0, 0xe7b1
1fc00fdc:   35 08 c1 00         ORI $t0, $t0, 0xc100
1fc00fe0:   24 09 78 1c         ADDIU $t1, $zero, 0x781c
1fc00fe4:   21 10 78 1c         ADDI $s0, $t0, 0x781c
1fc00fe8:   3c 12 e7 b2         LUI $s2, 0xe7b2
1fc00fec:   36 52 39 1c         ORI $s2, $s2, 0x391c
1fc00ff0:   16 12 05 0c         BNE $s2, 0x050c
1fc00ff4:   00 00 00 00         NOP
1fc00ff8:   3c 08 9f 92         LUI $t0, 0x9f92
1fc00ffc:   35 08 ef 00         ORI $t0, $t0, 0xef00
1fc01000:   34 09 da a4         ORI $t1, $zero, 0xdaa4
1fc01004:   21 10 da a4         ADDI $s0, $t0, 0xdaa4
1fc01008:   3c 12 9f 92         LUI $s2, 0x9f92
1fc0100c:   36 52 c9 a4         ORI $s2, $s2, 0xc9a4
1fc01010:   16 12 05 04         BNE $s2, 0x0504
1fc01014:   00 00 00 00         NOP
1fc01018:   3c 08 dd 57         LUI $t0, 0xdd57
1fc0101c:   35 08 b6 b8         ORI $t0, $t0, 0xb6b8
1fc01020:   34 09 f6 a9         ORI $t1, $zero, 0xf6a9
1fc01024:   21 10 f6 a9         ADDI $s0, $t0, 0xf6a9
1fc01028:   3c 12 dd 57         LUI $s2, 0xdd57
1fc0102c:   36 52 ad 61         ORI $s2, $s2, 0xad61
1fc01030:   16 12 04 fc         BNE $s2, 0x04fc
1fc01034:   00 00 00 00         NOP
1fc01038:   3c 08 81 67         LUI $t0, 0x8167
1fc0103c:   35 08 e1 98         ORI $t0, $t0, 0xe198
1fc01040:   24 09 0f c9         ADDIU $t1, $zero, 0x0fc9
1fc01044:   21 10 0f c9         ADDI $s0, $t0, 0x0fc9
1fc01048:   3c 12 81 67         LUI $s2, 0x8167
1fc0104c:   36 52 f1 61         ORI $s2, $s2, 0xf161
1fc01050:   16 12 04 f4         BNE $s2, 0x04f4
1fc01054:   00 00 00 00         NOP
1fc01058:   3c 08 46 31         LUI $t0, 0x4631
1fc0105c:   35 08 86 ee         ORI $t0, $t0, 0x86ee
1fc01060:   34 09 c3 f0         ORI $t1, $zero, 0xc3f0
1fc01064:   21 10 c3 f0         ADDI $s0, $t0, 0xc3f0
1fc01068:   3c 12 46 31         LUI $s2, 0x4631
1fc0106c:   36 52 4a de         ORI $s2, $s2, 0x4ade
1fc01070:   16 12 04 ec         BNE $s2, 0x04ec
1fc01074:   00 00 00 00         NOP
1fc01078:   3c 08 1d bf         LUI $t0, 0x1dbf
1fc0107c:   35 08 9f 18         ORI $t0, $t0, 0x9f18
1fc01080:   34 09 ef 14         ORI $t1, $zero, 0xef14
1fc01084:   21 10 ef 14         ADDI $s0, $t0, 0xef14
1fc01088:   3c 12 1d bf         LUI $s2, 0x1dbf
1fc0108c:   36 52 8e 2c         ORI $s2, $s2, 0x8e2c
1fc01090:   16 12 04 e4         BNE $s2, 0x04e4
1fc01094:   00 00 00 00         NOP
1fc01098:   3c 08 52 6b         LUI $t0, 0x526b
1fc0109c:   35 08 1b 50         ORI $t0, $t0, 0x1b50
1fc010a0:   24 09 17 4c         ADDIU $t1, $zero, 0x174c
1fc010a4:   21 10 17 4c         ADDI $s0, $t0, 0x174c
1fc010a8:   3c 12 52 6b         LUI $s2, 0x526b
1fc010ac:   36 52 32 9c         ORI $s2, $s2, 0x329c
1fc010b0:   16 12 04 dc         BNE $s2, 0x04dc
1fc010b4:   00 00 00 00         NOP
1fc010b8:   3c 08 7c 24         LUI $t0, 0x7c24
1fc010bc:   35 08 9f b9         ORI $t0, $t0, 0x9fb9
1fc010c0:   24 09 0a 88         ADDIU $t1, $zero, 0x0a88
1fc010c4:   21 10 0a 88         ADDI $s0, $t0, 0x0a88
1fc010c8:   3c 12 7c 24         LUI $s2, 0x7c24
1fc010cc:   36 52 aa 41         ORI $s2, $s2, 0xaa41
1fc010d0:   16 12 04 d4         BNE $s2, 0x04d4
1fc010d4:   00 00 00 00         NOP
1fc010d8:   3c 08 ac c1         LUI $t0, 0xacc1
1fc010dc:   35 08 d7 6c         ORI $t0, $t0, 0xd76c
1fc010e0:   24 09 32 40         ADDIU $t1, $zero, 0x3240
1fc010e4:   21 10 32 40         ADDI $s0, $t0, 0x3240
1fc010e8:   3c 12 ac c2         LUI $s2, 0xacc2
1fc010ec:   36 52 09 ac         ORI $s2, $s2, 0x09ac
1fc010f0:   16 12 04 cc         BNE $s2, 0x04cc
1fc010f4:   00 00 00 00         NOP
1fc010f8:   3c 08 db cf         LUI $t0, 0xdbcf
1fc010fc:   35 08 a6 30         ORI $t0, $t0, 0xa630
1fc01100:   24 09 45 36         ADDIU $t1, $zero, 0x4536
1fc01104:   21 10 45 36         ADDI $s0, $t0, 0x4536
1fc01108:   3c 12 db cf         LUI $s2, 0xdbcf
1fc0110c:   36 52 eb 66         ORI $s2, $s2, 0xeb66
1fc01110:   16 12 04 c4         BNE $s2, 0x04c4
1fc01114:   00 00 00 00         NOP
1fc01118:   3c 08 ba a5         LUI $t0, 0xbaa5
1fc0111c:   35 08 2f 90         ORI $t0, $t0, 0x2f90
1fc01120:   34 09 b9 18         ORI $t1, $zero, 0xb918
1fc01124:   21 10 b9 18         ADDI $s0, $t0, 0xb918
1fc01128:   3c 12 ba a4         LUI $s2, 0xbaa4
1fc0112c:   36 52 e8 a8         ORI $s2, $s2, 0xe8a8
1fc01130:   16 12 04 bc         BNE $s2, 0x04bc
1fc01134:   00 00 00 00         NOP
1fc01138:   3c 08 dc 9b         LUI $t0, 0xdc9b
1fc0113c:   35 08 9f ed         ORI $t0, $t0, 0x9fed
1fc01140:   34 09 c6 46         ORI $t1, $zero, 0xc646
1fc01144:   21 10 c6 46         ADDI $s0, $t0, 0xc646
1fc01148:   3c 12 dc 9b         LUI $s2, 0xdc9b
1fc0114c:   36 52 66 33         ORI $s2, $s2, 0x6633
1fc01150:   16 12 04 b4         BNE $s2, 0x04b4
1fc01154:   00 00 00 00         NOP
1fc01158:   3c 08 6f a1         LUI $t0, 0x6fa1
1fc0115c:   35 08 66 ac         ORI $t0, $t0, 0x66ac
1fc01160:   24 09 17 0f         ADDIU $t1, $zero, 0x170f
1fc01164:   21 10 17 0f         ADDI $s0, $t0, 0x170f
1fc01168:   3c 12 6f a1         LUI $s2, 0x6fa1
1fc0116c:   36 52 7d bb         ORI $s2, $s2, 0x7dbb
1fc01170:   16 12 04 ac         BNE $s2, 0x04ac
1fc01174:   00 00 00 00         NOP
1fc01178:   3c 08 34 5c         LUI $t0, 0x345c
1fc0117c:   35 08 cf 3c         ORI $t0, $t0, 0xcf3c
1fc01180:   34 09 8f d8         ORI $t1, $zero, 0x8fd8
1fc01184:   21 10 8f d8         ADDI $s0, $t0, 0x8fd8
1fc01188:   3c 12 34 5c         LUI $s2, 0x345c
1fc0118c:   36 52 5f 14         ORI $s2, $s2, 0x5f14
1fc01190:   16 12 04 a4         BNE $s2, 0x04a4
1fc01194:   00 00 00 00         NOP
1fc01198:   3c 08 73 7e         LUI $t0, 0x737e
1fc0119c:   35 08 4d 08         ORI $t0, $t0, 0x4d08
1fc011a0:   34 09 98 dc         ORI $t1, $zero, 0x98dc
1fc011a4:   21 10 98 dc         ADDI $s0, $t0, 0x98dc
1fc011a8:   3c 12 73 7d         LUI $s2, 0x737d
1fc011ac:   36 52 e5 e4         ORI $s2, $s2, 0xe5e4
1fc011b0:   16 12 04 9c         BNE $s2, 0x049c
1fc011b4:   00 00 00 00         NOP
1fc011b8:   3c 08 ff 7a         LUI $t0, 0xff7a
1fc011bc:   35 08 fc 4d         ORI $t0, $t0, 0xfc4d
1fc011c0:   34 09 99 38         ORI $t1, $zero, 0x9938
1fc011c4:   21 10 99 38         ADDI $s0, $t0, 0x9938
1fc011c8:   3c 12 ff 7a         LUI $s2, 0xff7a
1fc011cc:   36 52 95 85         ORI $s2, $s2, 0x9585
1fc011d0:   16 12 04 94         BNE $s2, 0x0494
1fc011d4:   00 00 00 00         NOP
1fc011d8:   3c 08 56 77         LUI $t0, 0x5677
1fc011dc:   35 08 bb 0f         ORI $t0, $t0, 0xbb0f
1fc011e0:   34 09 9b 4e         ORI $t1, $zero, 0x9b4e
1fc011e4:   21 10 9b 4e         ADDI $s0, $t0, 0x9b4e
1fc011e8:   3c 12 56 77         LUI $s2, 0x5677
1fc011ec:   36 52 56 5d         ORI $s2, $s2, 0x565d
1fc011f0:   16 12 04 8c         BNE $s2, 0x048c
1fc011f4:   00 00 00 00         NOP
1fc011f8:   3c 08 4f 98         LUI $t0, 0x4f98
1fc011fc:   35 08 8d a1         ORI $t0, $t0, 0x8da1
1fc01200:   24 09 0c 57         ADDIU $t1, $zero, 0x0c57
1fc01204:   21 10 0c 57         ADDI $s0, $t0, 0x0c57
1fc01208:   3c 12 4f 98         LUI $s2, 0x4f98
1fc0120c:   36 52 99 f8         ORI $s2, $s2, 0x99f8
1fc01210:   16 12 04 84         BNE $s2, 0x0484
1fc01214:   00 00 00 00         NOP
1fc01218:   3c 08 88 f3         LUI $t0, 0x88f3
1fc0121c:   35 08 01 9a         ORI $t0, $t0, 0x019a
1fc01220:   34 09 f7 f8         ORI $t1, $zero, 0xf7f8
1fc01224:   21 10 f7 f8         ADDI $s0, $t0, 0xf7f8
1fc01228:   3c 12 88 f2         LUI $s2, 0x88f2
1fc0122c:   36 52 f9 92         ORI $s2, $s2, 0xf992
1fc01230:   16 12 04 7c         BNE $s2, 0x047c
1fc01234:   00 00 00 00         NOP
1fc01238:   3c 08 01 90         LUI $t0, 0x0190
1fc0123c:   35 08 21 c0         ORI $t0, $t0, 0x21c0
1fc01240:   34 09 c8 70         ORI $t1, $zero, 0xc870
1fc01244:   21 10 c8 70         ADDI $s0, $t0, 0xc870
1fc01248:   3c 12 01 8f         LUI $s2, 0x018f
1fc0124c:   36 52 ea 30         ORI $s2, $s2, 0xea30
1fc01250:   16 12 04 74         BNE $s2, 0x0474
1fc01254:   00 00 00 00         NOP
1fc01258:   3c 08 c9 5a         LUI $t0, 0xc95a
1fc0125c:   35 08 e6 08         ORI $t0, $t0, 0xe608
1fc01260:   34 09 dc c0         ORI $t1, $zero, 0xdcc0
1fc01264:   21 10 dc c0         ADDI $s0, $t0, 0xdcc0
1fc01268:   3c 12 c9 5a         LUI $s2, 0xc95a
1fc0126c:   36 52 c2 c8         ORI $s2, $s2, 0xc2c8
1fc01270:   16 12 04 6c         BNE $s2, 0x046c
1fc01274:   00 00 00 00         NOP
1fc01278:   3c 08 4e 04         LUI $t0, 0x4e04
1fc0127c:   35 08 07 90         ORI $t0, $t0, 0x0790
1fc01280:   24 09 57 97         ADDIU $t1, $zero, 0x5797
1fc01284:   21 10 57 97         ADDI $s0, $t0, 0x5797
1fc01288:   3c 12 4e 04         LUI $s2, 0x4e04
1fc0128c:   36 52 5f 27         ORI $s2, $s2, 0x5f27
1fc01290:   16 12 04 64         BNE $s2, 0x0464
1fc01294:   00 00 00 00         NOP
1fc01298:   3c 08 05 fb         LUI $t0, 0x05fb
1fc0129c:   35 08 11 f4         ORI $t0, $t0, 0x11f4
1fc012a0:   24 09 14 54         ADDIU $t1, $zero, 0x1454
1fc012a4:   21 10 14 54         ADDI $s0, $t0, 0x1454
1fc012a8:   3c 12 05 fb         LUI $s2, 0x05fb
1fc012ac:   36 52 26 48         ORI $s2, $s2, 0x2648
1fc012b0:   16 12 04 5c         BNE $s2, 0x045c
1fc012b4:   00 00 00 00         NOP
1fc012b8:   3c 08 3c 38         LUI $t0, 0x3c38
1fc012bc:   35 08 31 da         ORI $t0, $t0, 0x31da
1fc012c0:   24 09 45 b4         ADDIU $t1, $zero, 0x45b4
1fc012c4:   21 10 45 b4         ADDI $s0, $t0, 0x45b4
1fc012c8:   3c 12 3c 38         LUI $s2, 0x3c38
1fc012cc:   36 52 77 8e         ORI $s2, $s2, 0x778e
1fc012d0:   16 12 04 54         BNE $s2, 0x0454
1fc012d4:   00 00 00 00         NOP
1fc012d8:   3c 08 c0 d1         LUI $t0, 0xc0d1
1fc012dc:   35 08 d9 47         ORI $t0, $t0, 0xd947
1fc012e0:   34 09 b4 9c         ORI $t1, $zero, 0xb49c
1fc012e4:   21 10 b4 9c         ADDI $s0, $t0, 0xb49c
1fc012e8:   3c 12 c0 d1         LUI $s2, 0xc0d1
1fc012ec:   36 52 8d e3         ORI $s2, $s2, 0x8de3
1fc012f0:   16 12 04 4c         BNE $s2, 0x044c
1fc012f4:   00 00 00 00         NOP
1fc012f8:   3c 08 2d 9d         LUI $t0, 0x2d9d
1fc012fc:   35 08 69 78         ORI $t0, $t0, 0x6978
1fc01300:   34 09 e4 2f         ORI $t1, $zero, 0xe42f
1fc01304:   21 10 e4 2f         ADDI $s0, $t0, 0xe42f
1fc01308:   3c 12 2d 9d         LUI $s2, 0x2d9d
1fc0130c:   36 52 4d a7         ORI $s2, $s2, 0x4da7
1fc01310:   16 12 04 44         BNE $s2, 0x0444
1fc01314:   00 00 00 00         NOP
1fc01318:   3c 08 f6 70         LUI $t0, 0xf670
1fc0131c:   35 08 4b 63         ORI $t0, $t0, 0x4b63
1fc01320:   24 09 30 ac         ADDIU $t1, $zero, 0x30ac
1fc01324:   21 10 30 ac         ADDI $s0, $t0, 0x30ac
1fc01328:   3c 12 f6 70         LUI $s2, 0xf670
1fc0132c:   36 52 7c 0f         ORI $s2, $s2, 0x7c0f
1fc01330:   16 12 04 3c         BNE $s2, 0x043c
1fc01334:   00 00 00 00         NOP
1fc01338:   3c 08 c8 f1         LUI $t0, 0xc8f1
1fc0133c:   35 08 2e e0         ORI $t0, $t0, 0x2ee0
1fc01340:   24 09 13 49         ADDIU $t1, $zero, 0x1349
1fc01344:   21 10 13 49         ADDI $s0, $t0, 0x1349
1fc01348:   3c 12 c8 f1         LUI $s2, 0xc8f1
1fc0134c:   36 52 42 29         ORI $s2, $s2, 0x4229
1fc01350:   16 12 04 34         BNE $s2, 0x0434
1fc01354:   00 00 00 00         NOP
1fc01358:   3c 08 62 35         LUI $t0, 0x6235
1fc0135c:   35 08 21 80         ORI $t0, $t0, 0x2180
1fc01360:   24 09 56 bb         ADDIU $t1, $zero, 0x56bb
1fc01364:   21 10 56 bb         ADDI $s0, $t0, 0x56bb
1fc01368:   3c 12 62 35         LUI $s2, 0x6235
1fc0136c:   36 52 78 3b         ORI $s2, $s2, 0x783b
1fc01370:   16 12 04 2c         BNE $s2, 0x042c
1fc01374:   00 00 00 00         NOP
1fc01378:   3c 08 4f 9f         LUI $t0, 0x4f9f
1fc0137c:   35 08 07 c0         ORI $t0, $t0, 0x07c0
1fc01380:   24 09 50 48         ADDIU $t1, $zero, 0x5048
1fc01384:   21 10 50 48         ADDI $s0, $t0, 0x5048
1fc01388:   3c 12 4f 9f         LUI $s2, 0x4f9f
1fc0138c:   36 52 58 08         ORI $s2, $s2, 0x5808
1fc01390:   16 12 04 24         BNE $s2, 0x0424
1fc01394:   00 00 00 00         NOP
1fc01398:   3c 08 99 6b         LUI $t0, 0x996b
1fc0139c:   35 08 ff 6f         ORI $t0, $t0, 0xff6f
1fc013a0:   34 09 b8 52         ORI $t1, $zero, 0xb852
1fc013a4:   21 10 b8 52         ADDI $s0, $t0, 0xb852
1fc013a8:   3c 12 99 6b         LUI $s2, 0x996b
1fc013ac:   36 52 b7 c1         ORI $s2, $s2, 0xb7c1
1fc013b0:   16 12 04 1c         BNE $s2, 0x041c
1fc013b4:   00 00 00 00         NOP
1fc013b8:   3c 08 63 36         LUI $t0, 0x6336
1fc013bc:   35 08 a5 06         ORI $t0, $t0, 0xa506
1fc013c0:   24 09 76 2d         ADDIU $t1, $zero, 0x762d
1fc013c4:   21 10 76 2d         ADDI $s0, $t0, 0x762d
1fc013c8:   3c 12 63 37         LUI $s2, 0x6337
1fc013cc:   36 52 1b 33         ORI $s2, $s2, 0x1b33
1fc013d0:   16 12 04 14         BNE $s2, 0x0414
1fc013d4:   00 00 00 00         NOP
1fc013d8:   3c 08 46 a9         LUI $t0, 0x46a9
1fc013dc:   35 08 a3 c8         ORI $t0, $t0, 0xa3c8
1fc013e0:   24 09 7a 10         ADDIU $t1, $zero, 0x7a10
1fc013e4:   21 10 7a 10         ADDI $s0, $t0, 0x7a10
1fc013e8:   3c 12 46 aa         LUI $s2, 0x46aa
1fc013ec:   36 52 1d d8         ORI $s2, $s2, 0x1dd8
1fc013f0:   16 12 04 0c         BNE $s2, 0x040c
1fc013f4:   00 00 00 00         NOP
1fc013f8:   3c 08 64 bd         LUI $t0, 0x64bd
1fc013fc:   35 08 46 00         ORI $t0, $t0, 0x4600
1fc01400:   34 09 de b0         ORI $t1, $zero, 0xdeb0
1fc01404:   21 10 de b0         ADDI $s0, $t0, 0xdeb0
1fc01408:   3c 12 64 bd         LUI $s2, 0x64bd
1fc0140c:   36 52 24 b0         ORI $s2, $s2, 0x24b0
1fc01410:   16 12 04 04         BNE $s2, 0x0404
1fc01414:   00 00 00 00         NOP
1fc01418:   3c 08 92 31         LUI $t0, 0x9231
1fc0141c:   35 08 9e 67         ORI $t0, $t0, 0x9e67
1fc01420:   34 09 af 5c         ORI $t1, $zero, 0xaf5c
1fc01424:   21 10 af 5c         ADDI $s0, $t0, 0xaf5c
1fc01428:   3c 12 92 31         LUI $s2, 0x9231
1fc0142c:   36 52 4d c3         ORI $s2, $s2, 0x4dc3
1fc01430:   16 12 03 fc         BNE $s2, 0x03fc
1fc01434:   00 00 00 00         NOP
1fc01438:   3c 08 6c ae         LUI $t0, 0x6cae
1fc0143c:   35 08 c3 16         ORI $t0, $t0, 0xc316
1fc01440:   24 09 56 70         ADDIU $t1, $zero, 0x5670
1fc01444:   21 10 56 70         ADDI $s0, $t0, 0x5670
1fc01448:   3c 12 6c af         LUI $s2, 0x6caf
1fc0144c:   36 52 19 86         ORI $s2, $s2, 0x1986
1fc01450:   16 12 03 f4         BNE $s2, 0x03f4
1fc01454:   00 00 00 00         NOP
1fc01458:   3c 08 55 a5         LUI $t0, 0x55a5
1fc0145c:   35 08 eb 38         ORI $t0, $t0, 0xeb38
1fc01460:   34 09 bb 80         ORI $t1, $zero, 0xbb80
1fc01464:   21 10 bb 80         ADDI $s0, $t0, 0xbb80
1fc01468:   3c 12 55 a5         LUI $s2, 0x55a5
1fc0146c:   36 52 a6 b8         ORI $s2, $s2, 0xa6b8
1fc01470:   16 12 03 ec         BNE $s2, 0x03ec
1fc01474:   00 00 00 00         NOP
1fc01478:   3c 08 06 fd         LUI $t0, 0x06fd
1fc0147c:   35 08 d3 af         ORI $t0, $t0, 0xd3af
1fc01480:   24 09 25 12         ADDIU $t1, $zero, 0x2512
1fc01484:   21 10 25 12         ADDI $s0, $t0, 0x2512
1fc01488:   3c 12 06 fd         LUI $s2, 0x06fd
1fc0148c:   36 52 f8 c1         ORI $s2, $s2, 0xf8c1
1fc01490:   16 12 03 e4         BNE $s2, 0x03e4
1fc01494:   00 00 00 00         NOP
1fc01498:   3c 08 a3 b1         LUI $t0, 0xa3b1
1fc0149c:   35 08 94 90         ORI $t0, $t0, 0x9490
1fc014a0:   34 09 f2 83         ORI $t1, $zero, 0xf283
1fc014a4:   21 10 f2 83         ADDI $s0, $t0, 0xf283
1fc014a8:   3c 12 a3 b1         LUI $s2, 0xa3b1
1fc014ac:   36 52 87 13         ORI $s2, $s2, 0x8713
